entity,iter,beta,truck,plant,trips,delivered,selected,wait_pl,wait_cd,no_empty,no_full,util_%,queue_loaded,queue_empty_p,queue_empty_cd
plant,18,0.5,,3,,24,25,,,,,,0,0,0
truck,19,0.5,1.0,1,28.0,29,29,7.4,1.09,2.0,4.0,98.23,0,0,1
truck,19,0.5,2.0,2,26.0,25,26,7.15,0.0,0.0,2.0,98.51,0,0,0
truck,19,0.5,3.0,3,27.0,25,26,0.0,6.32,4.0,0.0,98.68,1,0,0
plant,19,0.5,,1,,29,29,,,,,,0,0,1
plant,19,0.5,,2,,25,26,,,,,,0,0,0
plant,19,0.5,,3,,25,26,,,,,,1,0,0
truck,20,0.5,1.0,1,27.0,29,30,5.94,10.39,5.0,4.0,96.6,1,0,0
truck,20,0.5,2.0,2,26.0,24,25,11.31,8.71,8.0,1.0,95.83,0,0,0
truck,20,0.5,3.0,3,27.0,24,25,5.31,7.81,5.0,2.0,97.27,1,0,0
plant,20,0.5,,1,,29,30,,,,,,1,0,0
plant,20,0.5,,2,,24,25,,,,,,0,0,0
plant,20,0.5,,3,,24,25,,,,,,1,0,0
truck,21,0.5,1.0,1,26.0,28,28,4.59,1.9,4.0,2.0,98.65,1,0,1
truck,21,0.5,2.0,2,26.0,25,26,3.22,20.49,15.0,1.0,95.06,1,0,0
truck,21,0.5,3.0,3,27.0,24,25,10.03,21.7,14.0,2.0,93.39,0,0,0
plant,21,0.5,,1,,28,28,,,,,,1,0,1
plant,21,0.5,,2,,25,26,,,,,,1,0,0
plant,21,0.5,,3,,24,25,,,,,,0,0,0
truck,22,0.5,1.0,1,27.0,27,28,0.92,22.7,16.0,1.0,95.08,0,0,0
truck,22,0.5,2.0,2,26.0,25,26,4.64,17.07,12.0,1.0,95.48,1,0,0
truck,22,0.5,3.0,3,26.0,24,25,13.24,1.12,1.0,5.0,97.01,0,0,0
plant,22,0.5,,1,,27,28,,,,,,0,0,0
plant,22,0.5,,2,,25,26,,,,,,1,0,0
plant,22,0.5,,3,,24,25,,,,,,0,0,0
truck,23,0.5,1.0,1,27.0,28,29,8.93,7.8,10.0,6.0,96.51,0,0,0
truck,23,0.5,2.0,2,25.0,25,26,9.57,15.85,14.0,1.0,94.7,1,0,0
truck,23,0.5,3.0,3,27.0,24,24,1.31,6.1,6.0,1.0,98.46,1,0,1
plant,23,0.5,,1,,28,29,,,,,,0,0,0
plant,23,0.5,,2,,25,26,,,,,,1,0,0
plant,23,0.5,,3,,24,24,,,,,,1,0,1
truck,24,0.5,1.0,1,27.0,29,30,3.19,2.04,1.0,2.0,98.91,1,0,0
truck,24,0.5,2.0,2,26.0,25,26,4.96,4.22,2.0,1.0,98.09,0,0,0
truck,24,0.5,3.0,3,28.0,24,25,0.0,0.0,0.0,0.0,100.0,0,0,0
plant,24,0.5,,1,,29,30,,,,,,1,0,0
plant,24,0.5,,2,,25,26,,,,,,0,0,0
plant,24,0.5,,3,,24,25,,,,,,0,0,0
truck,25,0.5,1.0,1,28.0,29,30,0.37,9.73,7.0,1.0,97.9,1,0,0
truck,25,0.5,2.0,2,26.0,25,26,9.81,3.9,3.0,2.0,97.14,1,0,0
truck,25,0.5,3.0,3,27.0,25,25,5.72,4.54,4.0,1.0,97.86,0,0,1
plant,25,0.5,,1,,29,30,,,,,,1,0,0
plant,25,0.5,,2,,25,26,,,,,,1,0,0
plant,25,0.5,,3,,25,25,,,,,,0,0,1
truck,26,0.5,1.0,1,29.0,29,30,0.08,4.11,6.0,1.0,99.13,1,0,0
truck,26,0.5,2.0,2,27.0,25,26,9.11,0.56,1.0,3.0,97.98,0,0,0
truck,26,0.5,3.0,3,26.0,25,26,0.0,1.37,2.0,0.0,99.71,1,0,0
plant,26,0.5,,1,,29,30,,,,,,1,0,0
plant,26,0.5,,2,,25,26,,,,,,0,0,0
plant,26,0.5,,3,,25,26,,,,,,1,0,0
truck,27,0.5,1.0,1,28.0,28,29,11.74,2.55,2.0,4.0,97.02,0,0,0
truck,27,0.5,2.0,2,27.0,25,26,7.07,12.24,9.0,1.0,95.98,0,0,0
truck,27,0.5,3.0,3,25.0,25,25,0.0,10.02,6.0,0.0,97.91,0,0,1
plant,27,0.5,,1,,28,29,,,,,,0,0,0
plant,27,0.5,,2,,25,26,,,,,,0,0,0
plant,27,0.5,,3,,25,25,,,,,,0,0,1
truck,28,0.5,1.0,1,28.0,30,31,0.0,4.44,6.0,0.0,99.08,1,0,0
truck,28,0.5,2.0,2,26.0,25,26,3.74,0.0,0.0,1.0,99.22,1,0,0
truck,28,0.5,3.0,3,28.0,24,25,1.2,7.44,5.0,2.0,98.2,1,0,0
plant,28,0.5,,1,,30,31,,,,,,1,0,0
plant,28,0.5,,2,,25,26,,,,,,1,0,0
plant,28,0.5,,3,,24,25,,,,,,1,0,0
truck,29,0.5,1.0,1,28.0,29,30,1.09,0.08,1.0,1.0,99.75,0,0,0
truck,29,0.5,2.0,2,26.0,25,26,0.0,0.0,0.0,0.0,100.0,0,0,0
truck,29,0.5,3.0,3,27.0,25,25,0.0,18.41,14.0,0.0,96.16,0,0,1
plant,29,0.5,,1,,29,30,,,,,,0,0,0
plant,29,0.5,,2,,25,26,,,,,,0,0,0
plant,29,0.5,,3,,25,25,,,,,,0,0,1
truck,30,0.5,1.0,1,27.0,29,30,0.75,11.3,9.0,3.0,97.49,0,0,0
truck,30,0.5,2.0,2,27.0,25,26,0.42,0.75,1.0,1.0,99.76,0,0,0
truck,30,0.5,3.0,3,27.0,25,25,0.0,6.29,5.0,0.0,98.69,0,0,1
plant,30,0.5,,1,,29,30,,,,,,0,0,0
plant,30,0.5,,2,,25,26,,,,,,0,0,0
plant,30,0.5,,3,,25,25,,,,,,0,0,1
truck,31,0.5,1.0,1,26.0,26,27,0.13,13.87,11.0,1.0,97.09,1,0,0
truck,31,0.5,2.0,2,26.0,24,25,0.4,19.58,14.0,1.0,95.84,0,0,0
truck,31,0.5,3.0,3,25.0,24,25,2.51,58.35,27.0,1.0,87.32,0,0,0
plant,31,0.5,,1,,26,27,,,,,,1,0,0
plant,31,0.5,,2,,24,25,,,,,,0,0,0
plant,31,0.5,,3,,24,25,,,,,,0,0,0
truck,32,0.5,1.0,1,28.0,30,30,9.75,1.74,2.0,2.0,97.61,0,0,1
truck,32,0.5,2.0,2,27.0,25,26,0.0,0.0,0.0,0.0,100.0,1,0,0
truck,32,0.5,3.0,3,26.0,25,25,0.0,4.05,2.0,0.0,99.16,0,0,1
plant,32,0.5,,1,,30,30,,,,,,0,0,1
plant,32,0.5,,2,,25,26,,,,,,1,0,0
plant,32,0.5,,3,,25,25,,,,,,0,0,1
truck,33,0.5,1.0,1,27.0,27,28,0.36,22.69,13.0,1.0,95.2,0,0,0
truck,33,0.5,2.0,2,26.0,25,26,0.0,7.47,8.0,0.0,98.44,1,0,0
truck,33,0.5,3.0,3,26.0,25,25,23.6,4.19,3.0,8.0,94.21,0,0,1
plant,33,0.5,,1,,27,28,,,,,,0,0,0
plant,33,0.5,,2,,25,26,,,,,,1,0,0
plant,33,0.5,,3,,25,25,,,,,,0,0,1
truck,34,0.5,1.0,1,27.0,27,28,9.86,9.24,9.0,9.0,96.02,0,0,0
truck,34,0.5,2.0,2,26.0,25,26,9.08,2.28,5.0,2.0,97.63,0,0,0
truck,34,0.5,3.0,3,27.0,25,26,0.08,17.43,11.0,1.0,96.35,1,0,0
plant,34,0.5,,1,,27,28,,,,,,0,0,0
plant,34,0.5,,2,,25,26,,,,,,0,0,0
plant,34,0.5,,3,,25,26,,,,,,1,0,0
truck,35,0.5,1.0,1,27.0,28,28,15.93,10.58,7.0,7.0,94.48,1,0,1
truck,35,0.5,2.0,2,25.0,25,26,1.79,7.13,7.0,1.0,98.14,1,0,0
truck,35,0.5,3.0,3,27.0,24,25,0.0,21.72,14.0,0.0,95.47,0,0,0
plant,35,0.5,,1,,28,28,,,,,,1,0,1
plant,35,0.5,,2,,25,26,,,,,,1,0,0
plant,35,0.5,,3,,24,25,,,,,,0,0,0
truck,36,0.5,1.0,1,26.0,28,29,1.69,4.09,7.0,2.0,98.8,0,0,0
truck,36,0.5,2.0,2,27.0,25,26,6.34,2.57,4.0,6.0,98.14,0,0,0
truck,36,0.5,3.0,3,27.0,25,25,4.38,14.26,11.0,1.0,96.12,0,0,1
plant,36,0.5,,1,,28,29,,,,,,0,0,0
plant,36,0.5,,2,,25,26,,,,,,0,0,0
plant,36,0.5,,3,,25,25,,,,,,0,0,1
truck,37,0.5,1.0,1,28.0,28,29,3.04,5.01,7.0,3.0,98.32,1,0,0
truck,37,0.5,2.0,2,26.0,25,26,9.06,12.55,6.0,3.0,95.5,1,0,0
truck,37,0.5,3.0,3,26.0,24,25,5.97,11.23,8.0,1.0,96.42,0,0,0
plant,37,0.5,,1,,28,29,,,,,,1,0,0
plant,37,0.5,,2,,25,26,,,,,,1,0,0
plant,37,0.5,,3,,24,25,,,,,,0,0,0
truck,38,0.5,1.0,1,27.0,27,28,0.68,14.93,16.0,1.0,96.75,1,0,0
truck,38,0.5,2.0,2,26.0,25,26,0.0,29.2,17.0,0.0,93.92,0,0,0
truck,38,0.5,3.0,3,26.0,25,25,1.87,12.43,6.0,2.0,97.02,0,0,1
plant,38,0.5,,1,,27,28,,,,,,1,0,0
plant,38,0.5,,2,,25,26,,,,,,0,0,0
plant,38,0.5,,3,,25,25,,,,,,0,0,1
truck,39,0.5,1.0,1,26.0,28,29,6.95,0.49,3.0,4.0,98.45,0,0,0
truck,39,0.5,2.0,2,28.0,25,26,1.13,10.79,8.0,1.0,97.52,1,0,0
truck,39,0.5,3.0,3,26.0,25,25,1.68,7.03,7.0,1.0,98.19,0,0,1
plant,39,0.5,,1,,28,29,,,,,,0,0,0
plant,39,0.5,,2,,25,26,,,,,,1,0,0
plant,39,0.5,,3,,25,25,,,,,,0,0,1
truck,40,0.5,1.0,1,27.0,29,30,10.14,1.08,3.0,3.0,97.66,0,0,0
truck,40,0.5,2.0,2,27.0,24,25,0.0,16.03,13.0,0.0,96.66,1,0,0
truck,40,0.5,3.0,3,27.0,24,25,7.84,0.0,0.0,1.0,98.37,1,0,0
plant,40,0.5,,1,,29,30,,,,,,0,0,0
plant,40,0.5,,2,,24,25,,,,,,1,0,0
plant,40,0.5,,3,,24,25,,,,,,1,0,0
truck,41,0.5,1.0,1,27.0,28,29,0.0,23.96,15.0,0.0,95.01,0,0,0
truck,41,0.5,2.0,2,26.0,25,26,0.0,6.48,6.0,0.0,98.65,1,0,0
truck,41,0.5,3.0,3,27.0,24,25,0.17,14.39,8.0,1.0,96.97,0,0,0
plant,41,0.5,,1,,28,29,,,,,,0,0,0
plant,41,0.5,,2,,25,26,,,,,,1,0,0
plant,41,0.5,,3,,24,25,,,,,,0,0,0
truck,42,0.5,1.0,1,28.0,26,27,10.34,10.33,7.0,5.0,95.69,0,0,0
truck,42,0.5,2.0,2,25.0,25,26,6.78,20.03,15.0,3.0,94.41,1,0,0
truck,42,0.5,3.0,3,26.0,25,26,9.51,5.1,2.0,3.0,96.96,0,0,0
plant,42,0.5,,1,,26,27,,,,,,0,0,0
plant,42,0.5,,2,,25,26,,,,,,1,0,0
plant,42,0.5,,3,,25,26,,,,,,0,0,0
truck,43,0.5,1.0,1,27.0,29,29,2.31,18.57,8.0,5.0,95.65,0,0,1
truck,43,0.5,2.0,2,27.0,24,25,4.74,9.26,4.0,3.0,97.08,1,0,0
truck,43,0.5,3.0,3,25.0,24,25,7.96,13.54,13.0,1.0,95.52,0,0,0
plant,43,0.5,,1,,29,29,,,,,,0,0,1
plant,43,0.5,,2,,24,25,,,,,,1,0,0
plant,43,0.5,,3,,24,25,,,,,,0,0,0
truck,44,0.5,1.0,1,27.0,28,28,0.0,15.07,8.0,0.0,96.86,0,0,1
truck,44,0.5,2.0,2,26.0,26,26,4.72,3.69,3.0,3.0,98.25,0,0,1
truck,44,0.5,3.0,3,26.0,24,25,2.61,16.37,13.0,2.0,96.05,0,0,0
plant,44,0.5,,1,,28,28,,,,,,0,0,1
plant,44,0.5,,2,,26,26,,,,,,0,0,1
plant,44,0.5,,3,,24,25,,,,,,0,0,0
truck,45,0.5,1.0,1,27.0,30,30,0.0,5.89,4.0,0.0,98.77,0,0,1
truck,45,0.5,2.0,2,26.0,25,26,3.42,2.39,3.0,3.0,98.79,0,0,0
truck,45,0.5,3.0,3,28.0,24,25,0.24,11.17,5.0,1.0,97.62,0,0,0
plant,45,0.5,,1,,30,30,,,,,,0,0,1
plant,45,0.5,,2,,25,26,,,,,,0,0,0
plant,45,0.5,,3,,24,25,,,,,,0,0,0
truck,46,0.5,1.0,1,27.0,27,28,0.27,25.65,12.0,1.0,94.6,0,0,0
truck,46,0.5,2.0,2,26.0,24,25,4.86,19.22,13.0,3.0,94.98,0,0,0
truck,46,0.5,3.0,3,25.0,24,25,0.0,10.6,8.0,0.0,97.79,1,0,0
plant,46,0.5,,1,,27,28,,,,,,0,0,0
plant,46,0.5,,2,,24,25,,,,,,0,0,0
plant,46,0.5,,3,,24,25,,,,,,1,0,0
truck,47,0.5,1.0,1,27.0,28,29,3.24,6.87,8.0,3.0,97.89,0,0,0
truck,47,0.5,2.0,2,27.0,25,26,17.49,6.58,4.0,6.0,94.99,1,0,0
truck,47,0.5,3.0,3,26.0,25,25,0.0,18.75,17.0,0.0,96.09,1,0,1
plant,47,0.5,,1,,28,29,,,,,,0,0,0
plant,47,0.5,,2,,25,26,,,,,,1,0,0
plant,47,0.5,,3,,25,25,,,,,,1,0,1
truck,48,0.5,1.0,1,28.0,30,30,0.74,5.94,4.0,1.0,98.61,0,0,1
truck,48,0.5,2.0,2,26.0,25,26,0.38,1.35,1.0,1.0,99.64,1,0,0
truck,48,0.5,3.0,3,27.0,24,25,10.71,10.63,9.0,3.0,95.55,1,0,0
plant,48,0.5,,1,,30,30,,,,,,0,0,1
plant,48,0.5,,2,,25,26,,,,,,1,0,0
plant,48,0.5,,3,,24,25,,,,,,1,0,0
truck,49,0.5,1.0,1,26.0,28,29,0.0,9.83,9.0,0.0,97.95,0,0,0
truck,49,0.5,2.0,2,27.0,25,26,0.14,14.77,12.0,1.0,96.89,1,0,0
truck,49,0.5,3.0,3,27.0,24,25,3.61,13.45,9.0,3.0,96.45,0,0,0
plant,49,0.5,,1,,28,29,,,,,,0,0,0
plant,49,0.5,,2,,25,26,,,,,,1,0,0
plant,49,0.5,,3,,24,25,,,,,,0,0,0
truck,50,0.5,1.0,1,27.0,27,28,7.6,26.79,18.0,4.0,92.83,0,0,0
truck,50,0.5,2.0,2,25.0,25,25,0.0,19.81,15.0,0.0,95.87,0,0,1
truck,50,0.5,3.0,3,26.0,24,25,0.0,10.76,6.0,0.0,97.76,1,0,0
plant,50,0.5,,1,,27,28,,,,,,0,0,0
plant,50,0.5,,2,,25,25,,,,,,0,0,1
plant,50,0.5,,3,,24,25,,,,,,1,0,0
truck,51,0.5,1.0,1,27.0,29,30,1.76,0.0,0.0,2.0,99.63,0,0,0
truck,51,0.5,2.0,2,26.0,26,26,0.37,0.28,1.0,1.0,99.86,0,0,1
truck,51,0.5,3.0,3,28.0,25,25,5.95,4.76,3.0,1.0,97.77,0,0,1
plant,51,0.5,,1,,29,30,,,,,,0,0,0
plant,51,0.5,,2,,26,26,,,,,,0,0,1
plant,51,0.5,,3,,25,25,,,,,,0,0,1
truck,52,0.5,1.0,1,28.0,29,30,5.61,4.29,2.0,2.0,97.94,1,0,0
truck,52,0.5,2.0,2,27.0,25,26,10.88,1.65,3.0,2.0,97.39,1,0,0
truck,52,0.5,3.0,3,26.0,24,25,2.3,0.0,0.0,1.0,99.52,1,0,0
plant,52,0.5,,1,,29,30,,,,,,1,0,0
plant,52,0.5,,2,,25,26,,,,,,1,0,0
plant,52,0.5,,3,,24,25,,,,,,1,0,0
truck,53,0.5,1.0,1,26.0,27,27,1.36,17.63,13.0,1.0,96.04,1,0,1
truck,53,0.5,2.0,2,27.0,25,26,7.53,18.51,10.0,5.0,94.58,0,0,0
truck,53,0.5,3.0,3,26.0,25,26,0.0,8.02,5.0,0.0,98.33,0,0,0
plant,53,0.5,,1,,27,27,,,,,,1,0,1
plant,53,0.5,,2,,25,26,,,,,,0,0,0
plant,53,0.5,,3,,25,26,,,,,,0,0,0
truck,54,0.5,1.0,1,27.0,29,30,0.0,5.71,7.0,0.0,98.81,1,0,0
truck,54,0.5,2.0,2,26.0,25,26,2.53,0.89,2.0,2.0,99.29,1,0,0
truck,54,0.5,3.0,3,28.0,25,25,7.79,0.74,1.0,6.0,98.22,0,0,1
plant,54,0.5,,1,,29,30,,,,,,1,0,0
plant,54,0.5,,2,,25,26,,,,,,1,0,0
plant,54,0.5,,3,,25,25,,,,,,0,0,1
truck,55,0.5,1.0,1,27.0,28,28,0.0,2.85,4.0,0.0,99.41,0,0,1
truck,55,0.5,2.0,2,27.0,25,26,5.02,15.86,14.0,1.0,95.65,1,0,0
truck,55,0.5,3.0,3,25.0,24,25,0.2,27.42,16.0,1.0,94.25,1,0,0
plant,55,0.5,,1,,28,28,,,,,,0,0,1
plant,55,0.5,,2,,25,26,,,,,,1,0,0
plant,55,0.5,,3,,24,25,,,,,,1,0,0
truck,56,0.5,1.0,1,27.0,27,28,3.07,13.03,13.0,2.0,96.65,0,0,0
truck,56,0.5,2.0,2,26.0,25,26,4.14,10.2,6.0,4.0,97.01,1,0,0
truck,56,0.5,3.0,3,26.0,24,25,0.0,26.41,22.0,0.0,94.5,0,0,0
plant,56,0.5,,1,,27,28,,,,,,0,0,0
plant,56,0.5,,2,,25,26,,,,,,1,0,0
plant,56,0.5,,3,,24,25,,,,,,0,0,0
truck,57,0.5,1.0,1,28.0,29,30,1.46,0.0,0.0,1.0,99.7,0,0,0
truck,57,0.5,2.0,2,26.0,25,26,0.0,7.33,4.0,0.0,98.47,0,0,0
truck,57,0.5,3.0,3,27.0,25,25,0.0,9.78,7.0,0.0,97.96,0,0,1
plant,57,0.5,,1,,29,30,,,,,,0,0,0
plant,57,0.5,,2,,25,26,,,,,,0,0,0
plant,57,0.5,,3,,25,25,,,,,,0,0,1
truck,58,0.5,1.0,1,27.0,29,30,1.02,2.71,2.0,1.0,99.22,0,0,0
truck,58,0.5,2.0,2,28.0,25,26,0.38,5.13,6.0,1.0,98.85,0,0,0
truck,58,0.5,3.0,3,27.0,25,26,0.0,16.51,8.0,0.0,96.56,0,0,0
plant,58,0.5,,1,,29,30,,,,,,0,0,0
plant,58,0.5,,2,,25,26,,,,,,0,0,0
plant,58,0.5,,3,,25,26,,,,,,0,0,0
truck,59,0.5,1.0,1,27.0,29,30,8.03,0.0,0.0,1.0,98.33,0,0,0
truck,59,0.5,2.0,2,27.0,25,26,0.0,2.11,3.0,0.0,99.56,1,0,0
truck,59,0.5,3.0,3,27.0,24,25,3.38,9.04,8.0,1.0,97.41,0,0,0
plant,59,0.5,,1,,29,30,,,,,,0,0,0
plant,59,0.5,,2,,25,26,,,,,,1,0,0
plant,59,0.5,,3,,24,25,,,,,,0,0,0
truck,60,0.5,1.0,1,27.0,28,29,20.63,0.76,1.0,9.0,95.54,1,0,0
truck,60,0.5,2.0,2,26.0,25,25,6.61,0.0,0.0,4.0,98.62,0,0,1
truck,60,0.5,3.0,3,26.0,25,25,0.0,17.17,13.0,0.0,96.42,0,0,1
plant,60,0.5,,1,,28,29,,,,,,1,0,0
plant,60,0.5,,2,,25,25,,,,,,0,0,1
plant,60,0.5,,3,,25,25,,,,,,0,0,1
truck,61,0.5,1.0,1,27.0,29,30,0.0,12.04,6.0,0.0,97.49,0,0,0
truck,61,0.5,2.0,2,26.0,25,26,4.58,5.78,6.0,1.0,97.84,1,0,0
truck,61,0.5,3.0,3,27.0,24,24,1.7,10.47,6.0,2.0,97.46,0,0,1
plant,61,0.5,,1,,29,30,,,,,,0,0,0
plant,61,0.5,,2,,25,26,,,,,,1,0,0
plant,61,0.5,,3,,24,24,,,,,,0,0,1
truck,62,0.5,1.0,1,27.0,28,29,5.88,15.37,8.0,2.0,95.57,1,0,0
truck,62,0.5,2.0,2,27.0,25,26,0.0,11.04,8.0,0.0,97.7,1,0,0
truck,62,0.5,3.0,3,26.0,24,25,5.34,13.77,8.0,2.0,96.02,0,0,0
plant,62,0.5,,1,,28,29,,,,,,1,0,0
plant,62,0.5,,2,,25,26,,,,,,1,0,0
plant,62,0.5,,3,,24,25,,,,,,0,0,0
truck,63,0.5,1.0,1,26.0,27,28,1.94,2.84,4.0,2.0,99.0,0,0,0
truck,63,0.5,2.0,2,26.0,26,26,0.2,0.45,1.0,1.0,99.86,0,0,1
truck,63,0.5,3.0,3,27.0,25,25,1.17,15.63,10.0,1.0,96.5,0,0,1
plant,63,0.5,,1,,27,28,,,,,,0,0,0
plant,63,0.5,,2,,26,26,,,,,,0,0,1
plant,63,0.5,,3,,25,25,,,,,,0,0,1
truck,64,0.5,1.0,1,27.0,28,29,2.74,17.1,14.0,2.0,95.87,0,0,0
truck,64,0.5,2.0,2,26.0,26,26,11.85,12.25,8.0,2.0,94.98,1,0,1
truck,64,0.5,3.0,3,27.0,24,25,6.23,3.16,1.0,3.0,98.04,1,0,0
plant,64,0.5,,1,,28,29,,,,,,0,0,0
plant,64,0.5,,2,,26,26,,,,,,1,0,1
plant,64,0.5,,3,,24,25,,,,,,1,0,0
truck,65,0.5,1.0,1,26.0,27,28,0.0,25.95,15.0,0.0,94.59,1,0,0
truck,65,0.5,2.0,2,26.0,25,26,2.18,7.52,6.0,1.0,97.98,1,0,0
truck,65,0.5,3.0,3,27.0,24,25,16.34,7.83,5.0,7.0,94.96,0,0,0
plant,65,0.5,,1,,27,28,,,,,,1,0,0
plant,65,0.5,,2,,25,26,,,,,,1,0,0
plant,65,0.5,,3,,24,25,,,,,,0,0,0
truck,66,0.5,1.0,1,27.0,29,29,8.62,6.02,6.0,5.0,96.95,0,0,1
truck,66,0.5,2.0,2,27.0,25,26,0.0,11.88,11.0,0.0,97.53,0,0,0
truck,66,0.5,3.0,3,26.0,24,25,6.5,11.58,10.0,2.0,96.23,0,0,0
plant,66,0.5,,1,,29,29,,,,,,0,0,1
plant,66,0.5,,2,,25,26,,,,,,0,0,0
plant,66,0.5,,3,,24,25,,,,,,0,0,0
truck,67,0.5,1.0,1,26.0,25,26,31.2,17.88,14.0,6.0,89.77,0,0,0
truck,67,0.5,2.0,2,24.0,24,25,0.0,24.31,21.0,0.0,94.93,1,0,0
truck,67,0.5,3.0,3,25.0,23,24,0.0,63.72,35.0,0.0,86.72,1,0,0
plant,67,0.5,,1,,25,26,,,,,,0,0,0
plant,67,0.5,,2,,24,25,,,,,,1,0,0
plant,67,0.5,,3,,23,24,,,,,,1,0,0
truck,68,0.5,1.0,1,27.0,27,28,0.0,19.8,13.0,0.0,95.87,0,0,0
truck,68,0.5,2.0,2,26.0,25,26,4.44,3.74,1.0,3.0,98.3,0,0,0
truck,68,0.5,3.0,3,27.0,24,25,1.2,20.15,13.0,1.0,95.55,1,0,0
plant,68,0.5,,1,,27,28,,,,,,0,0,0
plant,68,0.5,,2,,25,26,,,,,,0,0,0
plant,68,0.5,,3,,24,25,,,,,,1,0,0
truck,69,0.5,1.0,1,27.0,29,29,0.79,11.68,7.0,1.0,97.4,0,0,1
truck,69,0.5,2.0,2,27.0,25,26,5.53,8.11,5.0,2.0,97.16,1,0,0
truck,69,0.5,3.0,3,27.0,25,26,0.31,6.88,7.0,2.0,98.5,0,0,0
plant,69,0.5,,1,,29,29,,,,,,0,0,1
plant,69,0.5,,2,,25,26,,,,,,1,0,0
plant,69,0.5,,3,,25,26,,,,,,0,0,0
truck,70,0.5,1.0,1,28.0,29,29,3.66,6.04,9.0,3.0,97.98,1,0,1
truck,70,0.5,2.0,2,26.0,26,26,0.0,20.16,15.0,0.0,95.8,0,0,1
truck,70,0.5,3.0,3,26.0,25,25,7.55,6.67,7.0,4.0,97.04,0,0,1
plant,70,0.5,,1,,29,29,,,,,,1,0,1
plant,70,0.5,,2,,26,26,,,,,,0,0,1
plant,70,0.5,,3,,25,25,,,,,,0,0,1
truck,71,0.5,1.0,1,27.0,27,28,0.3,15.45,14.0,1.0,96.72,1,0,0
truck,71,0.5,2.0,2,26.0,25,26,0.0,2.54,3.0,0.0,99.47,1,0,0
truck,71,0.5,3.0,3,27.0,25,26,5.03,9.2,9.0,3.0,97.04,0,0,0
plant,71,0.5,,1,,27,28,,,,,,1,0,0
plant,71,0.5,,2,,25,26,,,,,,1,0,0
plant,71,0.5,,3,,25,26,,,,,,0,0,0
truck,72,0.5,1.0,1,28.0,29,30,1.87,6.15,5.0,2.0,98.33,1,0,0
truck,72,0.5,2.0,2,27.0,25,26,0.49,2.39,2.0,2.0,99.4,1,0,0
truck,72,0.5,3.0,3,26.0,25,25,4.15,0.0,0.0,1.0,99.14,0,0,1
plant,72,0.5,,1,,29,30,,,,,,1,0,0
plant,72,0.5,,2,,25,26,,,,,,1,0,0
plant,72,0.5,,3,,25,25,,,,,,0,0,1
truck,73,0.5,1.0,1,29.0,28,29,0.64,5.7,5.0,1.0,98.68,1,0,0
truck,73,0.5,2.0,2,26.0,25,26,0.0,7.88,10.0,0.0,98.36,1,0,0
truck,73,0.5,3.0,3,26.0,24,25,0.0,11.86,9.0,0.0,97.53,0,0,0
plant,73,0.5,,1,,28,29,,,,,,1,0,0
plant,73,0.5,,2,,25,26,,,,,,1,0,0
plant,73,0.5,,3,,24,25,,,,,,0,0,0
truck,74,0.5,1.0,1,27.0,28,29,0.12,14.64,11.0,1.0,96.92,0,0,0
truck,74,0.5,2.0,2,27.0,25,26,1.46,15.5,14.0,1.0,96.47,1,0,0
truck,74,0.5,3.0,3,26.0,24,25,13.77,4.1,5.0,6.0,96.28,0,0,0
plant,74,0.5,,1,,28,29,,,,,,0,0,0
plant,74,0.5,,2,,25,26,,,,,,1,0,0
plant,74,0.5,,3,,24,25,,,,,,0,0,0
truck,75,0.5,1.0,1,26.0,27,28,0.41,13.0,12.0,1.0,97.21,1,0,0
truck,75,0.5,2.0,2,28.0,26,26,2.3,23.92,20.0,1.0,94.54,0,0,1
truck,75,0.5,3.0,3,25.0,24,25,15.13,0.0,0.0,4.0,96.85,0,0,0
plant,75,0.5,,1,,27,28,,,,,,1,0,0
plant,75,0.5,,2,,26,26,,,,,,0,0,1
plant,75,0.5,,3,,24,25,,,,,,0,0,0
truck,76,0.5,1.0,1,28.0,29,30,0.15,3.67,4.0,1.0,99.2,0,0,0
truck,76,0.5,2.0,2,27.0,25,26,1.44,0.0,0.0,2.0,99.7,1,0,0
truck,76,0.5,3.0,3,26.0,25,25,6.0,10.35,9.0,2.0,96.59,0,0,1
plant,76,0.5,,1,,29,30,,,,,,0,0,0
plant,76,0.5,,2,,25,26,,,,,,1,0,0
plant,76,0.5,,3,,25,25,,,,,,0,0,1
truck,77,0.5,1.0,1,28.0,30,31,0.39,0.54,1.0,2.0,99.81,0,0,0
truck,77,0.5,2.0,2,28.0,25,26,0.94,1.08,2.0,1.0,99.58,0,0,0
truck,77,0.5,3.0,3,27.0,24,25,3.52,2.1,2.0,1.0,98.83,0,0,0
plant,77,0.5,,1,,30,31,,,,,,0,0,0
plant,77,0.5,,2,,25,26,,,,,,0,0,0
plant,77,0.5,,3,,24,25,,,,,,0,0,0
truck,78,0.5,1.0,1,27.0,28,29,13.17,11.37,8.0,6.0,94.89,0,0,0
truck,78,0.5,2.0,2,27.0,25,25,5.71,15.35,8.0,1.0,95.61,0,0,1
truck,78,0.5,3.0,3,25.0,25,25,0.0,3.08,3.0,0.0,99.36,0,0,1
plant,78,0.5,,1,,28,29,,,,,,0,0,0
plant,78,0.5,,2,,25,25,,,,,,0,0,1
plant,78,0.5,,3,,25,25,,,,,,0,0,1
