entity,iter,beta,truck,plant,trips,delivered,selected,wait_pl,wait_cd,no_empty,no_full,util_%
plant,15,0.5,,3,,19,19,,,,,
truck,16,0.5,1.0,1,17.0,23,23,47.75,0.0,0.0,4.0,90.05
truck,16,0.5,2.0,2,16.0,20,20,45.29,0.0,0.0,4.0,90.56
truck,16,0.5,3.0,3,14.0,19,19,135.21,3.35,2.0,8.0,71.14
truck,16,0.5,4.0,1,15.0,23,23,99.37,0.0,0.0,7.0,79.3
plant,16,0.5,,1,,23,23,,,,,
plant,16,0.5,,2,,20,20,,,,,
plant,16,0.5,,3,,19,19,,,,,
truck,17,0.5,1.0,1,16.0,23,23,81.8,0.0,0.0,5.0,82.96
truck,17,0.5,2.0,2,15.0,19,19,91.08,0.0,0.0,5.0,81.02
truck,17,0.5,3.0,3,14.0,18,19,122.74,5.11,3.0,7.0,73.36
truck,17,0.5,4.0,1,16.0,23,23,87.22,0.0,0.0,6.0,81.83
plant,17,0.5,,1,,23,23,,,,,
plant,17,0.5,,2,,19,19,,,,,
plant,17,0.5,,3,,18,19,,,,,
truck,18,0.5,1.0,1,15.0,24,24,113.18,0.0,0.0,9.0,76.42
truck,18,0.5,2.0,2,17.0,20,20,57.68,0.0,0.0,6.0,87.98
truck,18,0.5,3.0,3,16.0,19,20,63.28,5.79,3.0,4.0,85.61
truck,18,0.5,4.0,1,16.0,24,24,78.21,0.0,0.0,5.0,83.71
plant,18,0.5,,1,,24,24,,,,,
plant,18,0.5,,2,,20,20,,,,,
plant,18,0.5,,3,,19,20,,,,,
truck,19,0.5,1.0,1,15.0,25,24,140.08,0.0,0.0,10.0,70.82
truck,19,0.5,2.0,2,16.0,20,20,68.44,3.7,2.0,5.0,84.97
truck,19,0.5,3.0,3,17.0,19,20,44.02,0.0,0.0,4.0,90.83
truck,19,0.5,4.0,1,16.0,25,24,55.69,0.0,0.0,5.0,88.4
plant,19,0.5,,1,,25,24,,,,,
plant,19,0.5,,2,,20,20,,,,,
plant,19,0.5,,3,,19,20,,,,,
truck,20,0.5,1.0,1,17.0,25,24,31.39,0.0,0.0,3.0,93.46
truck,20,0.5,2.0,2,16.0,20,21,78.78,0.0,0.0,6.0,83.59
truck,20,0.5,3.0,3,15.0,19,20,131.81,2.46,1.0,10.0,72.03
truck,20,0.5,4.0,1,17.0,25,24,57.48,0.0,0.0,5.0,88.03
plant,20,0.5,,1,,25,24,,,,,
plant,20,0.5,,2,,20,21,,,,,
plant,20,0.5,,3,,19,20,,,,,
truck,21,0.5,1.0,1,16.0,24,24,85.1,0.0,0.0,6.0,82.27
truck,21,0.5,2.0,2,17.0,20,20,24.01,0.0,0.0,3.0,95.0
truck,21,0.5,3.0,3,15.0,19,20,99.0,1.72,1.0,7.0,79.02
truck,21,0.5,4.0,1,16.0,24,24,100.47,0.0,0.0,8.0,79.07
plant,21,0.5,,1,,24,24,,,,,
plant,21,0.5,,2,,20,20,,,,,
plant,21,0.5,,3,,19,20,,,,,
truck,22,0.5,1.0,1,16.0,24,24,87.35,0.0,0.0,7.0,81.8
truck,22,0.5,2.0,2,16.0,20,20,69.7,0.0,0.0,5.0,85.48
truck,22,0.5,3.0,3,15.0,19,20,95.13,5.22,2.0,7.0,79.09
truck,22,0.5,4.0,1,17.0,24,24,55.24,0.0,0.0,6.0,88.49
plant,22,0.5,,1,,24,24,,,,,
plant,22,0.5,,2,,20,20,,,,,
plant,22,0.5,,3,,19,20,,,,,
truck,23,0.5,1.0,1,16.0,25,25,71.04,0.0,0.0,7.0,85.2
truck,23,0.5,2.0,2,16.0,20,20,72.4,0.0,0.0,6.0,84.92
truck,23,0.5,3.0,3,16.0,19,19,76.89,4.14,3.0,6.0,83.12
truck,23,0.5,4.0,1,16.0,25,25,70.59,0.0,0.0,6.0,85.29
plant,23,0.5,,1,,25,25,,,,,
plant,23,0.5,,2,,20,20,,,,,
plant,23,0.5,,3,,19,19,,,,,
truck,24,0.5,1.0,1,16.0,25,24,73.67,0.0,0.0,6.0,84.65
truck,24,0.5,2.0,2,16.0,20,21,65.95,0.0,0.0,6.0,86.26
truck,24,0.5,3.0,3,16.0,19,20,100.98,2.01,1.0,8.0,78.54
truck,24,0.5,4.0,1,17.0,25,24,46.29,0.0,0.0,4.0,90.36
plant,24,0.5,,1,,25,24,,,,,
plant,24,0.5,,2,,20,21,,,,,
plant,24,0.5,,3,,19,20,,,,,
truck,25,0.5,1.0,1,16.0,24,24,75.53,0.0,0.0,6.0,84.26
truck,25,0.5,2.0,2,16.0,20,20,52.95,0.0,0.0,4.0,88.97
truck,25,0.5,3.0,3,15.0,19,19,112.51,3.45,2.0,7.0,75.84
truck,25,0.5,4.0,1,16.0,24,24,70.34,0.0,0.0,6.0,85.35
plant,25,0.5,,1,,24,24,,,,,
plant,25,0.5,,2,,20,20,,,,,
plant,25,0.5,,3,,19,19,,,,,
truck,26,0.5,1.0,1,16.0,24,24,58.11,0.0,0.0,5.0,87.89
truck,26,0.5,2.0,2,16.0,19,20,85.77,5.06,2.0,8.0,81.08
truck,26,0.5,3.0,3,17.0,19,19,37.9,0.0,0.0,4.0,92.1
truck,26,0.5,4.0,1,14.0,24,24,156.45,0.0,0.0,10.0,67.41
plant,26,0.5,,1,,24,24,,,,,
plant,26,0.5,,2,,19,20,,,,,
plant,26,0.5,,3,,19,19,,,,,
truck,27,0.5,1.0,1,15.0,23,23,111.88,0.0,0.0,7.0,76.69
truck,27,0.5,2.0,2,16.0,19,20,79.18,0.0,0.0,5.0,83.5
truck,27,0.5,3.0,3,15.0,18,19,93.33,4.71,2.0,6.0,79.58
truck,27,0.5,4.0,1,16.0,23,23,73.48,0.0,0.0,6.0,84.69
plant,27,0.5,,1,,23,23,,,,,
plant,27,0.5,,2,,19,20,,,,,
plant,27,0.5,,3,,18,19,,,,,
truck,28,0.5,1.0,1,15.0,24,23,95.05,0.0,0.0,6.0,80.2
truck,28,0.5,2.0,2,15.0,19,20,104.08,2.62,2.0,7.0,77.77
truck,28,0.5,3.0,3,16.0,19,19,56.88,0.0,0.0,5.0,88.15
truck,28,0.5,4.0,1,16.0,24,23,81.43,0.0,0.0,6.0,83.03
plant,28,0.5,,1,,24,23,,,,,
plant,28,0.5,,2,,19,20,,,,,
plant,28,0.5,,3,,19,19,,,,,
truck,29,0.5,1.0,1,16.0,25,24,66.09,0.0,0.0,5.0,86.23
truck,29,0.5,2.0,2,15.0,20,21,106.05,3.25,3.0,9.0,77.23
truck,29,0.5,3.0,3,17.0,19,19,19.95,0.0,0.0,2.0,95.84
truck,29,0.5,4.0,1,16.0,25,24,85.02,0.0,0.0,7.0,82.29
plant,29,0.5,,1,,25,24,,,,,
plant,29,0.5,,2,,20,21,,,,,
plant,29,0.5,,3,,19,19,,,,,
truck,30,0.5,1.0,1,16.0,24,24,85.91,0.0,0.0,7.0,82.1
truck,30,0.5,2.0,2,16.0,19,20,60.84,0.0,0.0,5.0,87.32
truck,30,0.5,3.0,3,15.0,19,19,103.15,4.01,2.0,7.0,77.68
truck,30,0.5,4.0,1,16.0,24,24,65.82,0.0,0.0,5.0,86.29
plant,30,0.5,,1,,24,24,,,,,
plant,30,0.5,,2,,19,20,,,,,
plant,30,0.5,,3,,19,19,,,,,
truck,31,0.5,1.0,1,16.0,24,24,83.25,0.0,0.0,7.0,82.66
truck,31,0.5,2.0,2,17.0,20,20,65.1,0.0,0.0,6.0,86.44
truck,31,0.5,3.0,3,16.0,19,20,57.38,2.02,1.0,4.0,87.62
truck,31,0.5,4.0,1,15.0,24,24,97.28,0.0,0.0,8.0,79.73
plant,31,0.5,,1,,24,24,,,,,
plant,31,0.5,,2,,20,20,,,,,
plant,31,0.5,,3,,19,20,,,,,
truck,32,0.5,1.0,1,16.0,24,24,84.04,0.0,0.0,6.0,82.49
truck,32,0.5,2.0,2,17.0,20,20,33.0,0.0,0.0,3.0,93.13
truck,32,0.5,3.0,3,15.0,19,20,104.52,5.6,3.0,8.0,77.06
truck,32,0.5,4.0,1,16.0,24,24,98.85,0.0,0.0,7.0,79.41
plant,32,0.5,,1,,24,24,,,,,
plant,32,0.5,,2,,20,20,,,,,
plant,32,0.5,,3,,19,20,,,,,
truck,33,0.5,1.0,1,16.0,24,24,73.49,0.0,0.0,5.0,84.69
truck,33,0.5,2.0,2,15.0,20,20,108.36,0.0,0.0,9.0,77.42
truck,33,0.5,3.0,3,16.0,19,19,52.44,3.78,2.0,3.0,88.29
truck,33,0.5,4.0,1,16.0,24,24,92.46,0.0,0.0,8.0,80.74
plant,33,0.5,,1,,24,24,,,,,
plant,33,0.5,,2,,20,20,,,,,
plant,33,0.5,,3,,19,19,,,,,
truck,34,0.5,1.0,1,15.0,23,23,118.14,0.0,0.0,8.0,75.39
truck,34,0.5,2.0,2,15.0,20,20,105.96,0.0,0.0,8.0,77.93
truck,34,0.5,3.0,3,16.0,19,19,54.11,3.86,2.0,4.0,87.92
truck,34,0.5,4.0,1,16.0,23,23,61.84,0.0,0.0,5.0,87.12
plant,34,0.5,,1,,23,23,,,,,
plant,34,0.5,,2,,20,20,,,,,
plant,34,0.5,,3,,19,19,,,,,
truck,35,0.5,1.0,1,17.0,24,24,54.59,0.0,0.0,6.0,88.63
truck,35,0.5,2.0,2,16.0,20,20,73.66,0.0,0.0,5.0,84.65
truck,35,0.5,3.0,3,15.0,19,20,97.31,1.52,2.0,7.0,79.41
truck,35,0.5,4.0,1,16.0,24,24,85.57,0.0,0.0,7.0,82.17
plant,35,0.5,,1,,24,24,,,,,
plant,35,0.5,,2,,20,20,,,,,
plant,35,0.5,,3,,19,20,,,,,
truck,36,0.5,1.0,1,16.0,24,24,60.98,0.0,0.0,4.0,87.29
truck,36,0.5,2.0,2,16.0,20,20,89.07,3.54,1.0,7.0,80.71
truck,36,0.5,3.0,3,15.0,19,19,85.53,0.0,0.0,5.0,82.18
truck,36,0.5,4.0,1,16.0,24,24,83.71,0.0,0.0,7.0,82.56
plant,36,0.5,,1,,24,24,,,,,
plant,36,0.5,,2,,20,20,,,,,
plant,36,0.5,,3,,19,19,,,,,
truck,37,0.5,1.0,1,16.0,25,24,82.05,0.0,0.0,8.0,82.91
truck,37,0.5,2.0,2,16.0,19,20,87.8,0.0,0.0,7.0,81.71
truck,37,0.5,3.0,3,15.0,19,20,101.83,2.96,2.0,9.0,78.17
truck,37,0.5,4.0,1,17.0,25,24,38.03,0.0,0.0,3.0,92.08
plant,37,0.5,,1,,25,24,,,,,
plant,37,0.5,,2,,19,20,,,,,
plant,37,0.5,,3,,19,20,,,,,
truck,38,0.5,1.0,1,18.0,25,25,20.88,0.0,0.0,2.0,95.65
truck,38,0.5,2.0,2,16.0,20,21,102.23,0.0,0.0,7.0,78.7
truck,38,0.5,3.0,3,15.0,19,20,136.5,1.8,2.0,11.0,71.19
truck,38,0.5,4.0,1,17.0,25,25,28.12,0.0,0.0,3.0,94.14
plant,38,0.5,,1,,25,25,,,,,
plant,38,0.5,,2,,20,21,,,,,
plant,38,0.5,,3,,19,20,,,,,
truck,39,0.5,1.0,1,16.0,25,24,72.54,0.0,0.0,6.0,84.89
truck,39,0.5,2.0,2,17.0,20,20,43.92,0.0,0.0,4.0,90.85
truck,39,0.5,3.0,3,15.0,19,20,94.84,2.4,1.0,7.0,79.74
truck,39,0.5,4.0,1,16.0,25,24,64.43,0.0,0.0,6.0,86.58
plant,39,0.5,,1,,25,24,,,,,
plant,39,0.5,,2,,20,20,,,,,
plant,39,0.5,,3,,19,20,,,,,
truck,40,0.5,1.0,1,16.0,24,24,76.68,0.0,0.0,6.0,84.02
truck,40,0.5,2.0,2,16.0,20,21,68.17,0.0,0.0,6.0,85.8
truck,40,0.5,3.0,3,16.0,19,20,79.62,1.94,1.0,6.0,83.01
truck,40,0.5,4.0,1,17.0,24,24,61.1,0.0,0.0,6.0,87.27
plant,40,0.5,,1,,24,24,,,,,
plant,40,0.5,,2,,20,21,,,,,
plant,40,0.5,,3,,19,20,,,,,
truck,41,0.5,1.0,1,16.0,24,24,78.63,0.0,0.0,6.0,83.62
truck,41,0.5,2.0,2,16.0,20,20,57.47,0.0,0.0,4.0,88.03
truck,41,0.5,3.0,3,15.0,19,19,88.6,1.89,1.0,6.0,81.15
truck,41,0.5,4.0,1,16.0,24,24,91.3,0.0,0.0,8.0,80.98
plant,41,0.5,,1,,24,24,,,,,
plant,41,0.5,,2,,20,20,,,,,
plant,41,0.5,,3,,19,19,,,,,
truck,42,0.5,1.0,1,16.0,24,23,56.12,0.0,0.0,5.0,88.31
truck,42,0.5,2.0,2,16.0,20,20,72.06,0.0,0.0,6.0,84.99
truck,42,0.5,3.0,3,16.0,19,20,74.38,1.24,1.0,5.0,84.24
truck,42,0.5,4.0,1,15.0,24,23,109.11,0.0,0.0,8.0,77.27
plant,42,0.5,,1,,24,23,,,,,
plant,42,0.5,,2,,20,20,,,,,
plant,42,0.5,,3,,19,20,,,,,
truck,43,0.5,1.0,1,17.0,25,24,68.89,0.0,0.0,7.0,85.65
truck,43,0.5,2.0,2,16.0,20,21,78.4,0.0,0.0,5.0,83.67
truck,43,0.5,3.0,3,15.0,19,20,104.28,1.85,1.0,8.0,77.89
truck,43,0.5,4.0,1,17.0,25,24,53.53,0.0,0.0,5.0,88.85
plant,43,0.5,,1,,25,24,,,,,
plant,43,0.5,,2,,20,21,,,,,
plant,43,0.5,,3,,19,20,,,,,
truck,44,0.5,1.0,1,16.0,24,24,93.3,0.0,0.0,7.0,80.56
truck,44,0.5,2.0,2,17.0,20,21,49.33,0.0,0.0,5.0,89.72
truck,44,0.5,3.0,3,16.0,19,20,79.44,2.07,1.0,6.0,83.02
truck,44,0.5,4.0,1,16.0,24,24,73.95,0.0,0.0,6.0,84.59
plant,44,0.5,,1,,24,24,,,,,
plant,44,0.5,,2,,20,21,,,,,
plant,44,0.5,,3,,19,20,,,,,
truck,45,0.5,1.0,1,17.0,24,24,50.77,0.0,0.0,3.0,89.42
truck,45,0.5,2.0,2,16.0,20,21,94.28,0.0,0.0,8.0,80.36
truck,45,0.5,3.0,3,15.0,19,20,109.58,3.0,1.0,8.0,76.55
truck,45,0.5,4.0,1,17.0,24,24,60.0,0.0,0.0,6.0,87.5
plant,45,0.5,,1,,24,24,,,,,
plant,45,0.5,,2,,20,21,,,,,
plant,45,0.5,,3,,19,20,,,,,
truck,46,0.5,1.0,1,15.0,25,25,127.44,0.0,0.0,10.0,73.45
truck,46,0.5,2.0,2,18.0,20,20,14.92,0.0,0.0,1.0,96.89
truck,46,0.5,3.0,3,16.0,19,20,85.35,4.31,2.0,8.0,81.32
truck,46,0.5,4.0,1,16.0,25,25,69.37,0.0,0.0,6.0,85.55
plant,46,0.5,,1,,25,25,,,,,
plant,46,0.5,,2,,20,20,,,,,
plant,46,0.5,,3,,19,20,,,,,
truck,47,0.5,1.0,1,16.0,24,24,62.49,0.0,0.0,6.0,86.98
truck,47,0.5,2.0,2,16.0,19,20,83.59,0.0,0.0,6.0,82.59
truck,47,0.5,3.0,3,15.0,19,19,107.78,1.96,2.0,9.0,77.14
truck,47,0.5,4.0,1,16.0,24,24,79.44,0.0,0.0,6.0,83.45
plant,47,0.5,,1,,24,24,,,,,
plant,47,0.5,,2,,19,20,,,,,
plant,47,0.5,,3,,19,19,,,,,
truck,48,0.5,1.0,1,16.0,24,24,81.4,0.0,0.0,6.0,83.04
truck,48,0.5,2.0,2,16.0,20,20,62.63,0.0,0.0,5.0,86.95
truck,48,0.5,3.0,3,15.0,19,19,98.07,2.26,1.0,7.0,79.1
truck,48,0.5,4.0,1,16.0,24,24,75.3,0.0,0.0,6.0,84.31
plant,48,0.5,,1,,24,24,,,,,
plant,48,0.5,,2,,20,20,,,,,
plant,48,0.5,,3,,19,19,,,,,
truck,49,0.5,1.0,1,17.0,25,25,50.22,0.0,0.0,5.0,89.54
truck,49,0.5,2.0,2,15.0,19,20,97.23,0.0,0.0,7.0,79.74
truck,49,0.5,3.0,3,16.0,19,19,82.06,2.32,1.0,6.0,82.42
truck,49,0.5,4.0,1,16.0,25,25,75.95,0.0,0.0,5.0,84.18
plant,49,0.5,,1,,25,25,,,,,
plant,49,0.5,,2,,19,20,,,,,
plant,49,0.5,,3,,19,19,,,,,
truck,50,0.5,1.0,1,16.0,24,24,102.56,0.0,0.0,8.0,78.63
truck,50,0.5,2.0,2,16.0,20,20,69.75,0.0,0.0,6.0,85.47
truck,50,0.5,3.0,3,16.0,19,20,60.53,3.5,2.0,4.0,86.66
truck,50,0.5,4.0,1,16.0,24,24,73.38,0.0,0.0,5.0,84.71
plant,50,0.5,,1,,24,24,,,,,
plant,50,0.5,,2,,20,20,,,,,
plant,50,0.5,,3,,19,20,,,,,
truck,51,0.5,1.0,1,16.0,24,24,73.99,0.0,0.0,7.0,84.59
truck,51,0.5,2.0,2,16.0,20,21,82.69,5.47,3.0,7.0,81.63
truck,51,0.5,3.0,3,16.0,19,20,76.45,0.0,0.0,5.0,84.07
truck,51,0.5,4.0,1,17.0,24,24,50.31,0.0,0.0,4.0,89.52
plant,51,0.5,,1,,24,24,,,,,
plant,51,0.5,,2,,20,21,,,,,
plant,51,0.5,,3,,19,20,,,,,
truck,52,0.5,1.0,1,16.0,24,24,66.76,0.0,0.0,5.0,86.09
truck,52,0.5,2.0,2,16.0,20,20,100.29,0.0,0.0,8.0,79.11
truck,52,0.5,3.0,3,15.0,19,20,112.05,2.61,2.0,9.0,76.11
truck,52,0.5,4.0,1,17.0,24,24,22.37,0.0,0.0,2.0,95.34
plant,52,0.5,,1,,24,24,,,,,
plant,52,0.5,,2,,20,20,,,,,
plant,52,0.5,,3,,19,20,,,,,
truck,53,0.5,1.0,1,17.0,24,24,69.32,0.0,0.0,6.0,85.56
truck,53,0.5,2.0,2,16.0,20,21,68.59,2.3,1.0,5.0,85.23
truck,53,0.5,3.0,3,16.0,20,20,73.89,0.0,0.0,6.0,84.61
truck,53,0.5,4.0,1,16.0,24,24,87.11,0.0,0.0,7.0,81.85
plant,53,0.5,,1,,24,24,,,,,
plant,53,0.5,,2,,20,21,,,,,
plant,53,0.5,,3,,20,20,,,,,
truck,54,0.5,1.0,1,16.0,24,24,62.88,0.0,0.0,5.0,86.9
truck,54,0.5,2.0,2,16.0,20,20,60.41,0.0,0.0,4.0,87.41
truck,54,0.5,3.0,3,15.0,19,19,105.36,2.53,2.0,8.0,77.52
truck,54,0.5,4.0,1,16.0,24,24,81.29,0.0,0.0,6.0,83.06
plant,54,0.5,,1,,24,24,,,,,
plant,54,0.5,,2,,20,20,,,,,
plant,54,0.5,,3,,19,19,,,,,
truck,55,0.5,1.0,1,17.0,25,25,59.36,0.0,0.0,5.0,87.63
truck,55,0.5,2.0,2,16.0,20,21,62.88,4.4,2.0,6.0,85.98
truck,55,0.5,3.0,3,16.0,19,20,77.72,0.0,0.0,6.0,83.81
truck,55,0.5,4.0,1,17.0,25,25,80.3,0.0,0.0,8.0,83.27
plant,55,0.5,,1,,25,25,,,,,
plant,55,0.5,,2,,20,21,,,,,
plant,55,0.5,,3,,19,20,,,,,
truck,56,0.5,1.0,1,15.0,24,24,118.73,0.0,0.0,10.0,75.26
truck,56,0.5,2.0,2,16.0,19,20,85.6,1.69,1.0,6.0,81.81
truck,56,0.5,3.0,3,16.0,19,20,88.31,0.0,0.0,7.0,81.6
truck,56,0.5,4.0,1,17.0,24,24,44.62,0.0,0.0,4.0,90.7
plant,56,0.5,,1,,24,24,,,,,
plant,56,0.5,,2,,19,20,,,,,
plant,56,0.5,,3,,19,20,,,,,
truck,57,0.5,1.0,1,17.0,24,24,48.34,0.0,0.0,4.0,89.93
truck,57,0.5,2.0,2,15.0,20,21,89.19,3.8,2.0,7.0,80.63
truck,57,0.5,3.0,3,17.0,19,20,66.71,0.0,0.0,5.0,86.1
truck,57,0.5,4.0,1,16.0,24,24,102.6,0.0,0.0,9.0,78.63
plant,57,0.5,,1,,24,24,,,,,
plant,57,0.5,,2,,20,21,,,,,
plant,57,0.5,,3,,19,20,,,,,
truck,58,0.5,1.0,1,16.0,24,24,56.05,0.0,0.0,5.0,88.32
truck,58,0.5,2.0,2,16.0,19,20,55.61,0.0,0.0,5.0,88.41
truck,58,0.5,3.0,3,15.0,19,19,111.08,2.4,2.0,7.0,76.36
truck,58,0.5,4.0,1,16.0,24,24,105.1,0.0,0.0,9.0,78.1
plant,58,0.5,,1,,24,24,,,,,
plant,58,0.5,,2,,19,20,,,,,
plant,58,0.5,,3,,19,19,,,,,
truck,59,0.5,1.0,1,16.0,25,24,84.77,0.0,0.0,6.0,82.34
truck,59,0.5,2.0,2,17.0,19,20,40.2,0.0,0.0,4.0,91.62
truck,59,0.5,3.0,3,15.0,18,19,104.24,4.72,3.0,8.0,77.3
truck,59,0.5,4.0,1,15.0,25,24,105.95,0.0,0.0,7.0,77.93
plant,59,0.5,,1,,25,24,,,,,
plant,59,0.5,,2,,19,20,,,,,
plant,59,0.5,,3,,18,19,,,,,
truck,60,0.5,1.0,1,16.0,24,24,61.86,0.0,0.0,4.0,87.11
truck,60,0.5,2.0,2,14.0,20,20,135.11,4.2,3.0,10.0,70.98
truck,60,0.5,3.0,3,17.0,19,19,55.16,0.0,0.0,5.0,88.51
truck,60,0.5,4.0,1,16.0,24,24,59.05,0.0,0.0,4.0,87.7
plant,60,0.5,,1,,24,24,,,,,
plant,60,0.5,,2,,20,20,,,,,
plant,60,0.5,,3,,19,19,,,,,
truck,61,0.5,1.0,1,16.0,25,25,84.41,0.0,0.0,7.0,82.41
truck,61,0.5,2.0,2,15.0,19,20,103.12,2.11,2.0,8.0,78.08
truck,61,0.5,3.0,3,16.0,19,19,72.83,0.0,0.0,5.0,84.83
truck,61,0.5,4.0,1,17.0,25,25,35.54,0.0,0.0,3.0,92.6
plant,61,0.5,,1,,25,25,,,,,
plant,61,0.5,,2,,19,20,,,,,
plant,61,0.5,,3,,19,19,,,,,
truck,62,0.5,1.0,1,17.0,24,25,45.75,0.0,0.0,4.0,90.47
truck,62,0.5,2.0,2,15.0,20,20,109.08,0.0,0.0,8.0,77.27
truck,62,0.5,3.0,3,16.0,19,19,93.14,2.45,2.0,7.0,80.09
truck,62,0.5,4.0,1,16.0,24,25,63.69,0.0,0.0,4.0,86.73
plant,62,0.5,,1,,24,25,,,,,
plant,62,0.5,,2,,20,20,,,,,
plant,62,0.5,,3,,19,19,,,,,
truck,63,0.5,1.0,1,15.0,24,24,104.06,0.0,0.0,8.0,78.32
truck,63,0.5,2.0,2,16.0,19,20,71.77,3.41,1.0,5.0,84.34
truck,63,0.5,3.0,3,15.0,19,19,110.21,0.0,0.0,7.0,77.04
truck,63,0.5,4.0,1,17.0,24,24,31.31,0.0,0.0,3.0,93.48
plant,63,0.5,,1,,24,24,,,,,
plant,63,0.5,,2,,19,20,,,,,
plant,63,0.5,,3,,19,19,,,,,
truck,64,0.5,1.0,1,15.0,24,24,108.62,0.0,0.0,8.0,77.37
truck,64,0.5,2.0,2,16.0,20,21,91.46,0.0,0.0,8.0,80.94
truck,64,0.5,3.0,3,17.0,20,20,34.96,4.56,1.0,4.0,91.76
truck,64,0.5,4.0,1,17.0,24,24,47.11,0.0,0.0,4.0,90.19
plant,64,0.5,,1,,24,24,,,,,
plant,64,0.5,,2,,20,21,,,,,
plant,64,0.5,,3,,20,20,,,,,
truck,65,0.5,1.0,1,15.0,23,24,123.52,0.0,0.0,8.0,74.27
truck,65,0.5,2.0,2,16.0,19,20,51.39,4.35,3.0,4.0,88.39
truck,65,0.5,3.0,3,16.0,19,19,94.65,0.0,0.0,7.0,80.28
truck,65,0.5,4.0,1,16.0,23,24,70.85,0.0,0.0,6.0,85.24
plant,65,0.5,,1,,23,24,,,,,
plant,65,0.5,,2,,19,20,,,,,
plant,65,0.5,,3,,19,19,,,,,
truck,66,0.5,1.0,1,17.0,24,24,37.61,0.0,0.0,3.0,92.16
truck,66,0.5,2.0,2,15.0,19,20,96.45,2.2,2.0,7.0,79.45
truck,66,0.5,3.0,3,16.0,18,19,72.56,0.0,0.0,6.0,84.88
truck,66,0.5,4.0,1,15.0,24,24,119.02,0.0,0.0,8.0,75.21
plant,66,0.5,,1,,24,24,,,,,
plant,66,0.5,,2,,19,20,,,,,
plant,66,0.5,,3,,18,19,,,,,
truck,67,0.5,1.0,1,16.0,25,24,72.0,0.0,0.0,6.0,85.0
truck,67,0.5,2.0,2,17.0,20,21,41.21,0.0,0.0,3.0,91.41
truck,67,0.5,3.0,3,16.0,19,20,74.94,1.81,2.0,6.0,84.01
truck,67,0.5,4.0,1,16.0,25,24,106.62,0.0,0.0,8.0,77.79
plant,67,0.5,,1,,25,24,,,,,
plant,67,0.5,,2,,20,21,,,,,
plant,67,0.5,,3,,19,20,,,,,
truck,68,0.5,1.0,1,16.0,24,23,103.24,0.0,0.0,8.0,78.49
truck,68,0.5,2.0,2,15.0,19,20,96.77,2.09,1.0,6.0,79.4
truck,68,0.5,3.0,3,16.0,19,20,55.02,0.0,0.0,4.0,88.54
truck,68,0.5,4.0,1,16.0,24,23,74.24,0.0,0.0,6.0,84.53
plant,68,0.5,,1,,24,23,,,,,
plant,68,0.5,,2,,19,20,,,,,
plant,68,0.5,,3,,19,20,,,,,
truck,69,0.5,1.0,1,16.0,24,23,66.02,0.0,0.0,6.0,86.25
truck,69,0.5,2.0,2,15.0,20,21,107.9,3.39,2.0,7.0,76.81
truck,69,0.5,3.0,3,16.0,19,20,70.78,0.0,0.0,6.0,85.26
truck,69,0.5,4.0,1,17.0,24,23,62.59,0.0,0.0,5.0,86.96
plant,69,0.5,,1,,24,23,,,,,
plant,69,0.5,,2,,20,21,,,,,
plant,69,0.5,,3,,19,20,,,,,
truck,70,0.5,1.0,1,16.0,24,23,78.15,0.0,0.0,7.0,83.72
truck,70,0.5,2.0,2,16.0,20,21,52.74,0.0,0.0,4.0,89.01
truck,70,0.5,3.0,3,15.0,19,20,114.93,4.41,1.0,9.0,75.14
truck,70,0.5,4.0,1,17.0,24,23,59.36,0.0,0.0,7.0,87.63
plant,70,0.5,,1,,24,23,,,,,
plant,70,0.5,,2,,20,21,,,,,
plant,70,0.5,,3,,19,20,,,,,
truck,71,0.5,1.0,1,15.0,24,24,88.63,0.0,0.0,5.0,81.54
truck,71,0.5,2.0,2,16.0,20,20,71.18,0.0,0.0,5.0,85.17
truck,71,0.5,3.0,3,16.0,19,19,81.37,4.19,1.0,6.0,82.17
truck,71,0.5,4.0,1,16.0,24,24,82.13,0.0,0.0,7.0,82.89
plant,71,0.5,,1,,24,24,,,,,
plant,71,0.5,,2,,20,20,,,,,
plant,71,0.5,,3,,19,19,,,,,
truck,72,0.5,1.0,1,17.0,23,24,40.45,0.0,0.0,4.0,91.57
truck,72,0.5,2.0,2,15.0,19,20,91.41,2.76,3.0,7.0,80.38
truck,72,0.5,3.0,3,16.0,19,19,84.47,0.0,0.0,8.0,82.4
truck,72,0.5,4.0,1,15.0,23,24,124.49,0.0,0.0,10.0,74.06
plant,72,0.5,,1,,23,24,,,,,
plant,72,0.5,,2,,19,20,,,,,
plant,72,0.5,,3,,19,19,,,,,
truck,73,0.5,1.0,1,17.0,24,24,41.15,0.0,0.0,4.0,91.43
truck,73,0.5,2.0,2,16.0,21,21,79.06,4.9,3.0,7.0,82.51
truck,73,0.5,3.0,3,15.0,20,20,108.81,0.0,0.0,9.0,77.33
truck,73,0.5,4.0,1,17.0,24,24,35.65,0.0,0.0,3.0,92.57
plant,73,0.5,,1,,24,24,,,,,
plant,73,0.5,,2,,21,21,,,,,
plant,73,0.5,,3,,20,20,,,,,
truck,74,0.5,1.0,1,16.0,24,24,92.78,0.0,0.0,7.0,80.67
truck,74,0.5,2.0,2,16.0,20,20,71.28,0.0,0.0,5.0,85.15
