entity,iter,beta,truck,plant,trips,delivered,selected,wait_pl,wait_cd,no_empty,no_full,util_%
truck,91,1.0,3.0,3,16.0,19,20,73.58,4.01,1.0,7.0,83.84
truck,91,1.0,4.0,1,17.0,23,23,54.54,0.0,0.0,4.0,88.64
plant,91,1.0,,1,,23,23,,,,,
plant,91,1.0,,2,,20,21,,,,,
plant,91,1.0,,3,,19,20,,,,,
truck,92,1.0,1.0,1,16.0,22,23,72.67,0.0,0.0,5.0,84.86
truck,92,1.0,2.0,2,16.0,20,21,62.88,0.0,0.0,5.0,86.9
truck,92,1.0,3.0,3,16.0,20,20,79.64,3.06,1.0,6.0,82.77
truck,92,1.0,4.0,1,16.0,22,23,75.39,0.0,0.0,5.0,84.29
plant,92,1.0,,1,,22,23,,,,,
plant,92,1.0,,2,,20,21,,,,,
plant,92,1.0,,3,,20,20,,,,,
truck,93,1.0,1.0,1,17.0,23,23,45.55,0.0,0.0,4.0,90.51
truck,93,1.0,2.0,2,16.0,21,21,84.72,0.0,0.0,6.0,82.35
truck,93,1.0,3.0,3,15.0,19,20,102.8,4.17,2.0,7.0,77.71
truck,93,1.0,4.0,1,16.0,23,23,85.72,0.0,0.0,6.0,82.14
plant,93,1.0,,1,,23,23,,,,,
plant,93,1.0,,2,,21,21,,,,,
plant,93,1.0,,3,,19,20,,,,,
truck,94,1.0,1.0,1,15.0,23,23,108.6,0.0,0.0,8.0,77.37
truck,94,1.0,2.0,2,17.0,20,21,48.46,0.0,0.0,6.0,89.9
truck,94,1.0,3.0,3,16.0,20,20,57.05,2.53,2.0,4.0,87.59
truck,94,1.0,4.0,1,16.0,23,23,83.01,0.0,0.0,7.0,82.71
plant,94,1.0,,1,,23,23,,,,,
plant,94,1.0,,2,,20,21,,,,,
plant,94,1.0,,3,,20,20,,,,,
truck,95,1.0,1.0,1,16.0,23,23,83.09,0.0,0.0,6.0,82.69
truck,95,1.0,2.0,2,15.0,20,21,101.88,0.0,0.0,8.0,78.78
truck,95,1.0,3.0,3,17.0,20,20,42.28,3.66,1.0,3.0,90.43
truck,95,1.0,4.0,1,16.0,23,23,67.16,0.0,0.0,5.0,86.01
plant,95,1.0,,1,,23,23,,,,,
plant,95,1.0,,2,,20,21,,,,,
plant,95,1.0,,3,,20,20,,,,,
truck,96,1.0,1.0,1,16.0,22,22,57.38,0.0,0.0,4.0,88.05
truck,96,1.0,2.0,2,16.0,20,20,51.92,0.0,0.0,4.0,89.18
truck,96,1.0,3.0,3,15.0,19,19,97.43,4.42,2.0,6.0,78.78
truck,96,1.0,4.0,1,14.0,22,22,125.63,0.0,0.0,8.0,73.83
plant,96,1.0,,1,,22,22,,,,,
plant,96,1.0,,2,,20,20,,,,,
plant,96,1.0,,3,,19,19,,,,,
truck,97,1.0,1.0,1,15.0,23,23,110.78,0.0,0.0,9.0,76.92
truck,97,1.0,2.0,2,16.0,21,21,73.57,0.0,0.0,6.0,84.67
truck,97,1.0,3.0,3,16.0,20,20,76.07,2.54,1.0,5.0,83.62
truck,97,1.0,4.0,1,17.0,23,23,24.01,0.0,0.0,3.0,95.0
plant,97,1.0,,1,,23,23,,,,,
plant,97,1.0,,2,,21,21,,,,,
plant,97,1.0,,3,,20,20,,,,,
truck,98,1.0,1.0,1,16.0,23,23,60.48,0.0,0.0,5.0,87.4
truck,98,1.0,2.0,2,16.0,20,21,88.63,0.0,0.0,8.0,81.54
truck,98,1.0,3.0,3,16.0,20,20,70.86,3.15,2.0,5.0,84.58
truck,98,1.0,4.0,1,16.0,23,23,75.6,0.0,0.0,5.0,84.25
plant,98,1.0,,1,,23,23,,,,,
plant,98,1.0,,2,,20,21,,,,,
plant,98,1.0,,3,,20,20,,,,,
truck,99,1.0,1.0,1,15.0,23,22,112.74,0.0,0.0,8.0,76.51
truck,99,1.0,2.0,2,16.0,20,21,67.77,0.0,0.0,6.0,85.88
truck,99,1.0,3.0,3,16.0,20,21,88.3,3.45,2.0,6.0,80.88
truck,99,1.0,4.0,1,17.0,23,22,25.44,0.0,0.0,2.0,94.7
plant,99,1.0,,1,,23,22,,,,,
plant,99,1.0,,2,,20,21,,,,,
plant,99,1.0,,3,,20,21,,,,,
truck,0,2.0,1.0,1,16.0,22,23,65.6,0.0,0.0,6.0,86.33
truck,0,2.0,2.0,2,16.0,21,21,100.06,0.0,0.0,9.0,79.15
truck,0,2.0,3.0,3,16.0,20,21,61.55,1.81,3.0,4.0,86.8
truck,0,2.0,4.0,1,17.0,22,23,55.57,0.0,0.0,6.0,88.42
plant,0,2.0,,1,,22,23,,,,,
plant,0,2.0,,2,,21,21,,,,,
plant,0,2.0,,3,,20,21,,,,,
truck,1,2.0,1.0,1,16.0,22,22,100.06,0.0,0.0,8.0,79.15
truck,1,2.0,2.0,2,16.0,21,22,81.79,0.0,0.0,6.0,82.96
truck,1,2.0,3.0,3,16.0,20,21,60.15,2.92,3.0,5.0,86.86
truck,1,2.0,4.0,1,17.0,22,22,37.7,0.0,0.0,5.0,92.15
plant,1,2.0,,1,,22,22,,,,,
plant,1,2.0,,2,,21,22,,,,,
plant,1,2.0,,3,,20,21,,,,,
truck,2,2.0,1.0,1,17.0,22,22,62.9,0.0,0.0,6.0,86.9
truck,2,2.0,2.0,2,15.0,21,22,97.42,5.8,3.0,7.0,78.5
truck,2,2.0,3.0,3,17.0,20,21,32.84,0.0,0.0,4.0,93.16
truck,2,2.0,4.0,1,16.0,22,22,71.12,0.0,0.0,6.0,85.18
plant,2,2.0,,1,,22,22,,,,,
plant,2,2.0,,2,,21,22,,,,,
plant,2,2.0,,3,,20,21,,,,,
truck,3,2.0,1.0,1,16.0,22,22,65.16,0.0,0.0,6.0,86.42
truck,3,2.0,2.0,2,16.0,21,21,65.28,4.53,2.0,5.0,85.46
truck,3,2.0,3.0,3,16.0,20,21,94.8,0.0,0.0,5.0,80.25
truck,3,2.0,4.0,1,16.0,22,22,78.22,0.0,0.0,6.0,83.7
plant,3,2.0,,1,,22,22,,,,,
plant,3,2.0,,2,,21,21,,,,,
plant,3,2.0,,3,,20,21,,,,,
truck,4,2.0,1.0,1,17.0,23,23,66.71,0.0,0.0,5.0,86.1
truck,4,2.0,2.0,2,16.0,21,22,82.12,0.0,0.0,7.0,82.89
truck,4,2.0,3.0,3,17.0,20,21,51.58,3.97,2.0,4.0,88.43
truck,4,2.0,4.0,1,16.0,23,23,86.58,0.0,0.0,7.0,81.96
plant,4,2.0,,1,,23,23,,,,,
plant,4,2.0,,2,,21,22,,,,,
plant,4,2.0,,3,,20,21,,,,,
truck,5,2.0,1.0,1,16.0,22,22,56.76,0.0,0.0,4.0,88.18
truck,5,2.0,2.0,2,15.0,21,21,103.17,0.0,0.0,8.0,78.51
truck,5,2.0,3.0,3,16.0,20,21,96.87,2.15,1.0,7.0,79.37
truck,5,2.0,4.0,1,17.0,22,22,26.19,0.0,0.0,2.0,94.54
plant,5,2.0,,1,,22,22,,,,,
plant,5,2.0,,2,,21,21,,,,,
plant,5,2.0,,3,,20,21,,,,,
truck,6,2.0,1.0,1,15.0,22,22,101.18,0.0,0.0,5.0,78.92
truck,6,2.0,2.0,2,16.0,21,21,82.55,0.0,0.0,7.0,82.8
truck,6,2.0,3.0,3,16.0,20,20,80.01,4.05,2.0,6.0,82.49
truck,6,2.0,4.0,1,16.0,22,22,49.01,0.0,0.0,5.0,89.79
plant,6,2.0,,1,,22,22,,,,,
plant,6,2.0,,2,,21,21,,,,,
plant,6,2.0,,3,,20,20,,,,,
truck,7,2.0,1.0,1,16.0,23,23,81.68,0.0,0.0,8.0,82.98
truck,7,2.0,2.0,2,16.0,21,22,90.04,0.0,0.0,7.0,81.24
truck,7,2.0,3.0,3,17.0,21,21,41.06,5.49,3.0,4.0,90.3
truck,7,2.0,4.0,1,17.0,23,23,33.84,0.0,0.0,3.0,92.95
plant,7,2.0,,1,,23,23,,,,,
plant,7,2.0,,2,,21,22,,,,,
plant,7,2.0,,3,,21,21,,,,,
truck,8,2.0,1.0,1,16.0,22,22,86.54,0.0,0.0,7.0,81.97
truck,8,2.0,2.0,2,17.0,21,22,50.14,1.45,1.0,3.0,89.25
truck,8,2.0,3.0,3,16.0,21,21,78.18,0.0,0.0,6.0,83.71
truck,8,2.0,4.0,1,16.0,22,22,74.66,0.0,0.0,7.0,84.45
plant,8,2.0,,1,,22,22,,,,,
plant,8,2.0,,2,,21,22,,,,,
plant,8,2.0,,3,,21,21,,,,,
truck,9,2.0,1.0,1,16.0,21,21,85.36,0.0,0.0,5.0,82.22
truck,9,2.0,2.0,2,15.0,21,21,91.74,1.55,1.0,6.0,80.57
truck,9,2.0,3.0,3,16.0,20,21,86.7,0.0,0.0,6.0,81.94
truck,9,2.0,4.0,1,16.0,21,21,58.65,0.0,0.0,4.0,87.78
plant,9,2.0,,1,,21,21,,,,,
plant,9,2.0,,2,,21,21,,,,,
plant,9,2.0,,3,,20,21,,,,,
truck,10,2.0,1.0,1,17.0,23,23,59.96,0.0,0.0,5.0,87.51
truck,10,2.0,2.0,2,16.0,21,22,67.81,0.0,0.0,6.0,85.87
truck,10,2.0,3.0,3,16.0,21,21,71.51,3.07,1.0,6.0,84.46
truck,10,2.0,4.0,1,17.0,23,23,54.82,0.0,0.0,6.0,88.58
plant,10,2.0,,1,,23,23,,,,,
plant,10,2.0,,2,,21,22,,,,,
plant,10,2.0,,3,,21,21,,,,,
truck,11,2.0,1.0,1,16.0,22,22,81.09,0.0,0.0,6.0,83.11
truck,11,2.0,2.0,2,16.0,21,21,85.14,4.86,3.0,6.0,81.25
truck,11,2.0,3.0,3,16.0,20,21,70.36,0.0,0.0,5.0,85.34
truck,11,2.0,4.0,1,16.0,22,22,54.26,0.0,0.0,5.0,88.7
plant,11,2.0,,1,,22,22,,,,,
plant,11,2.0,,2,,21,21,,,,,
plant,11,2.0,,3,,20,21,,,,,
truck,12,2.0,1.0,1,17.0,23,23,64.84,0.0,0.0,6.0,86.49
truck,12,2.0,2.0,2,16.0,21,22,77.55,0.0,0.0,6.0,83.84
truck,12,2.0,3.0,3,16.0,20,21,65.91,4.25,2.0,5.0,85.39
truck,12,2.0,4.0,1,17.0,23,23,54.99,0.0,0.0,5.0,88.54
plant,12,2.0,,1,,23,23,,,,,
plant,12,2.0,,2,,21,22,,,,,
plant,12,2.0,,3,,20,21,,,,,
truck,13,2.0,1.0,1,16.0,22,22,89.05,0.0,0.0,8.0,81.45
truck,13,2.0,2.0,2,17.0,21,22,32.93,0.0,0.0,3.0,93.14
truck,13,2.0,3.0,3,17.0,20,21,40.07,4.38,1.0,4.0,90.74
truck,13,2.0,4.0,1,15.0,22,22,121.16,0.0,0.0,8.0,74.76
plant,13,2.0,,1,,22,22,,,,,
plant,13,2.0,,2,,21,22,,,,,
plant,13,2.0,,3,,20,21,,,,,
truck,14,2.0,1.0,1,17.0,23,23,47.46,0.0,0.0,4.0,90.11
truck,14,2.0,2.0,2,17.0,21,22,68.36,0.0,0.0,6.0,85.76
truck,14,2.0,3.0,3,16.0,20,21,78.44,2.19,1.0,5.0,83.2
truck,14,2.0,4.0,1,16.0,23,23,67.15,0.0,0.0,6.0,86.01
plant,14,2.0,,1,,23,23,,,,,
plant,14,2.0,,2,,21,22,,,,,
plant,14,2.0,,3,,20,21,,,,,
truck,15,2.0,1.0,1,16.0,23,23,70.19,0.0,0.0,6.0,85.38
truck,15,2.0,2.0,2,17.0,21,22,54.59,0.0,0.0,4.0,88.63
truck,15,2.0,3.0,3,16.0,20,21,93.67,5.27,1.0,7.0,79.39
truck,15,2.0,4.0,1,17.0,23,23,46.42,0.0,0.0,4.0,90.33
plant,15,2.0,,1,,23,23,,,,,
plant,15,2.0,,2,,21,22,,,,,
plant,15,2.0,,3,,20,21,,,,,
truck,16,2.0,1.0,1,17.0,22,23,51.91,0.0,0.0,4.0,89.19
truck,16,2.0,2.0,2,17.0,21,22,42.93,0.0,0.0,4.0,91.06
truck,16,2.0,3.0,3,16.0,20,21,89.48,3.35,2.0,7.0,80.66
truck,16,2.0,4.0,1,16.0,22,23,83.46,0.0,0.0,8.0,82.61
plant,16,2.0,,1,,22,23,,,,,
plant,16,2.0,,2,,21,22,,,,,
plant,16,2.0,,3,,20,21,,,,,
truck,17,2.0,1.0,1,17.0,22,22,24.77,0.0,0.0,2.0,94.84
truck,17,2.0,2.0,2,16.0,21,21,67.43,0.0,0.0,6.0,85.95
truck,17,2.0,3.0,3,16.0,20,21,83.44,5.11,3.0,6.0,81.55
truck,17,2.0,4.0,1,15.0,22,22,103.42,0.0,0.0,7.0,78.45
plant,17,2.0,,1,,22,22,,,,,
plant,17,2.0,,2,,21,21,,,,,
plant,17,2.0,,3,,20,21,,,,,
truck,18,2.0,1.0,1,17.0,23,22,65.26,0.0,0.0,6.0,86.4
truck,18,2.0,2.0,2,16.0,21,22,82.61,0.0,0.0,7.0,82.79
truck,18,2.0,3.0,3,15.0,20,21,77.53,5.79,3.0,5.0,82.64
truck,18,2.0,4.0,1,17.0,23,22,37.2,0.0,0.0,4.0,92.25
plant,18,2.0,,1,,23,22,,,,,
plant,18,2.0,,2,,21,22,,,,,
plant,18,2.0,,3,,20,21,,,,,
truck,19,2.0,1.0,1,17.0,22,22,25.85,0.0,0.0,2.0,94.62
truck,19,2.0,2.0,2,15.0,21,21,88.56,3.7,2.0,7.0,80.78
truck,19,2.0,3.0,3,15.0,20,20,113.72,0.0,0.0,8.0,76.31
truck,19,2.0,4.0,1,16.0,22,22,79.75,0.0,0.0,6.0,83.38
plant,19,2.0,,1,,22,22,,,,,
plant,19,2.0,,2,,21,21,,,,,
plant,19,2.0,,3,,20,20,,,,,
truck,20,2.0,1.0,1,17.0,22,22,56.07,0.0,0.0,4.0,88.32
truck,20,2.0,2.0,2,16.0,21,22,99.63,0.0,0.0,8.0,79.24
truck,20,2.0,3.0,3,16.0,21,22,53.08,2.46,1.0,4.0,88.43
truck,20,2.0,4.0,1,17.0,22,22,49.0,0.0,0.0,5.0,89.79
plant,20,2.0,,1,,22,22,,,,,
plant,20,2.0,,2,,21,22,,,,,
plant,20,2.0,,3,,21,22,,,,,
truck,21,2.0,1.0,1,16.0,22,22,84.38,0.0,0.0,7.0,82.42
truck,21,2.0,2.0,2,15.0,21,21,103.45,0.0,0.0,7.0,78.45
truck,21,2.0,3.0,3,15.0,20,21,94.26,1.72,1.0,6.0,80.0
truck,21,2.0,4.0,1,18.0,22,22,25.73,0.0,0.0,3.0,94.64
plant,21,2.0,,1,,22,22,,,,,
plant,21,2.0,,2,,21,21,,,,,
plant,21,2.0,,3,,20,21,,,,,
truck,22,2.0,1.0,1,16.0,23,22,69.73,0.0,0.0,5.0,85.47
truck,22,2.0,2.0,2,17.0,20,21,37.19,0.0,0.0,3.0,92.25
truck,22,2.0,3.0,3,15.0,20,21,88.89,5.22,2.0,6.0,80.39
truck,22,2.0,4.0,1,16.0,23,22,91.5,0.0,0.0,7.0,80.94
plant,22,2.0,,1,,23,22,,,,,
plant,22,2.0,,2,,20,21,,,,,
plant,22,2.0,,3,,20,21,,,,,
truck,23,2.0,1.0,1,16.0,23,23,63.35,0.0,0.0,4.0,86.8
truck,23,2.0,2.0,2,17.0,21,21,57.41,0.0,0.0,5.0,88.04
truck,23,2.0,3.0,3,16.0,20,21,93.13,4.14,3.0,8.0,79.74
truck,23,2.0,4.0,1,16.0,23,23,61.92,0.0,0.0,4.0,87.1
plant,23,2.0,,1,,23,23,,,,,
plant,23,2.0,,2,,21,21,,,,,
plant,23,2.0,,3,,20,21,,,,,
truck,24,2.0,1.0,1,16.0,22,22,62.18,0.0,0.0,5.0,87.04
truck,24,2.0,2.0,2,16.0,21,21,88.51,0.0,0.0,6.0,81.56
truck,24,2.0,3.0,3,16.0,20,21,63.93,2.01,1.0,4.0,86.26
truck,24,2.0,4.0,1,16.0,22,22,80.83,0.0,0.0,6.0,83.16
plant,24,2.0,,1,,22,22,,,,,
plant,24,2.0,,2,,21,21,,,,,
plant,24,2.0,,3,,20,21,,,,,
truck,25,2.0,1.0,1,17.0,22,22,51.88,0.0,0.0,4.0,89.19
truck,25,2.0,2.0,2,16.0,21,22,71.69,0.0,0.0,6.0,85.06
truck,25,2.0,3.0,3,16.0,20,21,60.25,3.45,2.0,4.0,86.73
truck,25,2.0,4.0,1,16.0,22,22,101.49,0.0,0.0,8.0,78.86
plant,25,2.0,,1,,22,22,,,,,
plant,25,2.0,,2,,21,22,,,,,
plant,25,2.0,,3,,20,21,,,,,
truck,26,2.0,1.0,1,16.0,22,23,81.68,0.0,0.0,7.0,82.98
truck,26,2.0,2.0,2,16.0,21,22,83.95,5.06,2.0,6.0,81.46
truck,26,2.0,3.0,3,17.0,20,21,49.09,0.0,0.0,4.0,89.77
truck,26,2.0,4.0,1,17.0,22,23,63.25,0.0,0.0,5.0,86.82
plant,26,2.0,,1,,22,23,,,,,
plant,26,2.0,,2,,21,22,,,,,
plant,26,2.0,,3,,20,21,,,,,
truck,27,2.0,1.0,1,16.0,22,22,74.85,0.0,0.0,7.0,84.41
truck,27,2.0,2.0,2,16.0,20,21,83.29,0.0,0.0,6.0,82.65
truck,27,2.0,3.0,3,15.0,20,20,103.66,4.71,2.0,6.0,77.42
truck,27,2.0,4.0,1,16.0,22,22,50.66,0.0,0.0,3.0,89.45
plant,27,2.0,,1,,22,22,,,,,
plant,27,2.0,,2,,20,21,,,,,
plant,27,2.0,,3,,20,20,,,,,
truck,28,2.0,1.0,1,17.0,22,22,50.64,0.0,0.0,5.0,89.45
truck,28,2.0,2.0,2,15.0,21,21,127.36,2.62,2.0,10.0,72.92
truck,28,2.0,3.0,3,16.0,20,21,60.17,0.0,0.0,5.0,87.46
truck,28,2.0,4.0,1,16.0,22,22,62.9,0.0,0.0,5.0,86.9
plant,28,2.0,,1,,22,22,,,,,
plant,28,2.0,,2,,21,21,,,,,
plant,28,2.0,,3,,20,21,,,,,
truck,29,2.0,1.0,1,17.0,22,21,33.9,0.0,0.0,4.0,92.94
truck,29,2.0,2.0,2,15.0,21,21,105.62,3.25,3.0,7.0,77.32
truck,29,2.0,3.0,3,15.0,20,21,108.51,0.0,0.0,8.0,77.39
truck,29,2.0,4.0,1,16.0,22,21,62.88,0.0,0.0,5.0,86.9
plant,29,2.0,,1,,22,21,,,,,
plant,29,2.0,,2,,21,21,,,,,
plant,29,2.0,,3,,20,21,,,,,
truck,30,2.0,1.0,1,16.0,22,21,68.43,0.0,0.0,5.0,85.74
truck,30,2.0,2.0,2,16.0,21,22,79.52,0.0,0.0,7.0,83.43
truck,30,2.0,3.0,3,16.0,20,21,87.44,4.01,2.0,5.0,80.95
truck,30,2.0,4.0,1,16.0,22,21,60.9,0.0,0.0,5.0,87.31
plant,30,2.0,,1,,22,21,,,,,
plant,30,2.0,,2,,21,22,,,,,
plant,30,2.0,,3,,20,21,,,,,
truck,31,2.0,1.0,1,17.0,22,23,61.09,0.0,0.0,5.0,87.27
truck,31,2.0,2.0,2,16.0,21,22,82.18,0.0,0.0,7.0,82.88
truck,31,2.0,3.0,3,16.0,21,21,78.9,2.02,1.0,8.0,83.14
truck,31,2.0,4.0,1,17.0,22,23,50.6,0.0,0.0,5.0,89.46
plant,31,2.0,,1,,22,23,,,,,
plant,31,2.0,,2,,21,22,,,,,
plant,31,2.0,,3,,21,21,,,,,
truck,32,2.0,1.0,1,17.0,22,22,30.94,0.0,0.0,3.0,93.55
truck,32,2.0,2.0,2,15.0,22,22,104.97,0.0,0.0,8.0,78.13
truck,32,2.0,3.0,3,16.0,21,21,55.92,5.6,3.0,4.0,87.18
truck,32,2.0,4.0,1,17.0,22,22,65.78,0.0,0.0,6.0,86.3
plant,32,2.0,,1,,22,22,,,,,
plant,32,2.0,,2,,22,22,,,,,
plant,32,2.0,,3,,21,21,,,,,
truck,33,2.0,1.0,1,17.0,22,21,27.17,0.0,0.0,2.0,94.34
truck,33,2.0,2.0,2,16.0,21,21,63.71,0.0,0.0,5.0,86.73
truck,33,2.0,3.0,3,15.0,20,21,81.84,3.78,2.0,6.0,82.16
truck,33,2.0,4.0,1,15.0,22,21,127.73,0.0,0.0,9.0,73.39
plant,33,2.0,,1,,22,21,,,,,
plant,33,2.0,,2,,21,21,,,,,
plant,33,2.0,,3,,20,21,,,,,
truck,34,2.0,1.0,1,16.0,23,23,79.66,0.0,0.0,8.0,83.4
truck,34,2.0,2.0,2,17.0,21,22,51.02,0.0,0.0,4.0,89.37
truck,34,2.0,3.0,3,16.0,20,21,71.81,3.86,2.0,5.0,84.24
truck,34,2.0,4.0,1,17.0,23,23,62.72,0.0,0.0,5.0,86.93
plant,34,2.0,,1,,23,23,,,,,
plant,34,2.0,,2,,21,22,,,,,
plant,34,2.0,,3,,20,21,,,,,
truck,35,2.0,1.0,1,16.0,22,22,67.28,0.0,0.0,5.0,85.98
truck,35,2.0,2.0,2,16.0,21,22,94.58,0.0,0.0,8.0,80.3
truck,35,2.0,3.0,3,16.0,20,21,95.13,1.52,2.0,7.0,79.86
truck,35,2.0,4.0,1,17.0,22,22,25.02,0.0,0.0,2.0,94.79
plant,35,2.0,,1,,22,22,,,,,
plant,35,2.0,,2,,21,22,,,,,
plant,35,2.0,,3,,20,21,,,,,
truck,36,2.0,1.0,1,16.0,22,22,63.6,0.0,0.0,4.0,86.75
truck,36,2.0,2.0,2,16.0,20,21,59.31,3.54,1.0,4.0,86.91
truck,36,2.0,3.0,3,15.0,20,20,101.01,0.0,0.0,8.0,78.96
truck,36,2.0,4.0,1,16.0,22,22,66.96,0.0,0.0,5.0,86.05
plant,36,2.0,,1,,22,22,,,,,
plant,36,2.0,,2,,20,21,,,,,
plant,36,2.0,,3,,20,20,,,,,
truck,37,2.0,1.0,1,15.0,22,22,114.95,0.0,0.0,7.0,76.05
truck,37,2.0,2.0,2,17.0,20,21,47.0,0.0,0.0,4.0,90.21
truck,37,2.0,3.0,3,16.0,20,21,64.72,2.96,2.0,5.0,85.9
truck,37,2.0,4.0,1,16.0,22,22,85.87,0.0,0.0,6.0,82.11
plant,37,2.0,,1,,22,22,,,,,
plant,37,2.0,,2,,20,21,,,,,
plant,37,2.0,,3,,20,21,,,,,
truck,38,2.0,1.0,1,17.0,22,22,39.71,0.0,0.0,3.0,91.73
truck,38,2.0,2.0,2,15.0,21,22,131.17,0.0,0.0,9.0,72.67
truck,38,2.0,3.0,3,16.0,21,21,90.82,1.8,2.0,7.0,80.7
truck,38,2.0,4.0,1,17.0,22,22,20.18,0.0,0.0,2.0,95.8
plant,38,2.0,,1,,22,22,,,,,
plant,38,2.0,,2,,21,22,,,,,
plant,38,2.0,,3,,21,21,,,,,
truck,39,2.0,1.0,1,17.0,23,22,41.37,0.0,0.0,4.0,91.38
truck,39,2.0,2.0,2,16.0,21,22,62.59,0.0,0.0,6.0,86.96
truck,39,2.0,3.0,3,16.0,20,21,60.65,2.4,1.0,6.0,86.87
truck,39,2.0,4.0,1,16.0,23,22,102.32,0.0,0.0,10.0,78.68
plant,39,2.0,,1,,23,22,,,,,
plant,39,2.0,,2,,21,22,,,,,
plant,39,2.0,,3,,20,21,,,,,
truck,40,2.0,1.0,1,17.0,22,22,51.78,0.0,0.0,4.0,89.21
truck,40,2.0,2.0,2,16.0,22,22,76.46,0.0,0.0,6.0,84.07
truck,40,2.0,3.0,3,16.0,21,21,69.25,1.94,1.0,6.0,85.17
truck,40,2.0,4.0,1,16.0,22,22,69.02,0.0,0.0,6.0,85.62
plant,40,2.0,,1,,22,22,,,,,
plant,40,2.0,,2,,22,22,,,,,
plant,40,2.0,,3,,21,21,,,,,
truck,41,2.0,1.0,1,16.0,23,23,77.26,0.0,0.0,6.0,83.9
truck,41,2.0,2.0,2,17.0,20,21,57.75,0.0,0.0,5.0,87.97
truck,41,2.0,3.0,3,15.0,20,20,104.04,1.89,1.0,7.0,77.93
truck,41,2.0,4.0,1,16.0,23,23,54.53,0.0,0.0,4.0,88.64
plant,41,2.0,,1,,23,23,,,,,
plant,41,2.0,,2,,20,21,,,,,
plant,41,2.0,,3,,20,20,,,,,
truck,42,2.0,1.0,1,16.0,22,21,75.01,0.0,0.0,6.0,84.37
truck,42,2.0,2.0,2,16.0,21,21,55.98,0.0,0.0,4.0,88.34
truck,42,2.0,3.0,3,16.0,20,21,66.53,1.24,1.0,4.0,85.88
truck,42,2.0,4.0,1,15.0,22,21,100.79,0.0,0.0,8.0,79.0
plant,42,2.0,,1,,22,21,,,,,
plant,42,2.0,,2,,21,21,,,,,
plant,42,2.0,,3,,20,21,,,,,
truck,43,2.0,1.0,1,16.0,22,22,93.9,0.0,0.0,7.0,80.44
truck,43,2.0,2.0,2,16.0,21,22,75.99,0.0,0.0,6.0,84.17
truck,43,2.0,3.0,3,16.0,20,21,56.73,1.85,1.0,4.0,87.8
truck,43,2.0,4.0,1,17.0,22,22,61.96,0.0,0.0,5.0,87.09
plant,43,2.0,,1,,22,22,,,,,
plant,43,2.0,,2,,21,22,,,,,
plant,43,2.0,,3,,20,21,,,,,
truck,44,2.0,1.0,1,16.0,23,23,88.45,0.0,0.0,8.0,81.57
truck,44,2.0,2.0,2,17.0,21,22,52.27,0.0,0.0,4.0,89.11
truck,44,2.0,3.0,3,16.0,20,21,71.91,2.07,1.0,6.0,84.59
truck,44,2.0,4.0,1,17.0,23,23,54.15,0.0,0.0,4.0,88.72
plant,44,2.0,,1,,23,23,,,,,
plant,44,2.0,,2,,21,22,,,,,
plant,44,2.0,,3,,20,21,,,,,
truck,45,2.0,1.0,1,16.0,23,23,76.73,0.0,0.0,7.0,84.01
truck,45,2.0,2.0,2,17.0,21,21,40.51,0.0,0.0,5.0,91.56
truck,45,2.0,3.0,3,17.0,21,21,42.27,3.0,1.0,3.0,90.57
truck,45,2.0,4.0,1,15.0,23,23,109.22,0.0,0.0,10.0,77.25
plant,45,2.0,,1,,23,23,,,,,
plant,45,2.0,,2,,21,21,,,,,
plant,45,2.0,,3,,21,21,,,,,
truck,46,2.0,1.0,1,16.0,22,22,63.18,0.0,0.0,5.0,86.84
truck,46,2.0,2.0,2,16.0,21,21,65.74,0.0,0.0,5.0,86.3
truck,46,2.0,3.0,3,15.0,20,21,98.44,4.31,2.0,7.0,78.59
truck,46,2.0,4.0,1,17.0,22,22,50.92,0.0,0.0,4.0,89.39
plant,46,2.0,,1,,22,22,,,,,
plant,46,2.0,,2,,21,21,,,,,
plant,46,2.0,,3,,20,21,,,,,
truck,47,2.0,1.0,1,15.0,22,23,109.83,0.0,0.0,8.0,77.12
truck,47,2.0,2.0,2,17.0,21,21,49.38,0.0,0.0,4.0,89.71
truck,47,2.0,3.0,3,15.0,19,20,108.9,1.96,2.0,6.0,76.9
truck,47,2.0,4.0,1,17.0,22,23,53.77,0.0,0.0,4.0,88.8
plant,47,2.0,,1,,22,23,,,,,
plant,47,2.0,,2,,21,21,,,,,
plant,47,2.0,,3,,19,20,,,,,
truck,48,2.0,1.0,1,16.0,22,22,109.98,0.0,0.0,9.0,77.09
truck,48,2.0,2.0,2,17.0,21,22,35.1,0.0,0.0,3.0,92.69
truck,48,2.0,3.0,3,15.0,20,21,90.83,2.26,1.0,7.0,80.61
truck,48,2.0,4.0,1,17.0,22,22,49.16,0.0,0.0,5.0,89.76
plant,48,2.0,,1,,22,22,,,,,
plant,48,2.0,,2,,21,22,,,,,
plant,48,2.0,,3,,20,21,,,,,
truck,49,2.0,1.0,1,16.0,23,22,68.25,0.0,0.0,7.0,85.78
truck,49,2.0,2.0,2,17.0,21,22,42.32,0.0,0.0,3.0,91.18
truck,49,2.0,3.0,3,16.0,20,21,73.79,2.32,1.0,6.0,84.14
truck,49,2.0,4.0,1,16.0,23,22,83.72,0.0,0.0,8.0,82.56
plant,49,2.0,,1,,23,22,,,,,
plant,49,2.0,,2,,21,22,,,,,
